"","la_name","age","la_total"
"2408","Stockport","Age 15",68
"2409","Stockport","Age 16",19
"2410","Stockport","Age 17",4
"2411","Stockport","Age 18",6
"2412","Stockport","Age 19 plus",0
"2413","Stockport","Age 2",0
"2414","Stockport","Age 3",0
"2415","Stockport","Age 4",1
"2416","Stockport","Age 5",2
"2417","Stockport","Age 6",4
"2418","Stockport","Age 7",0
"2419","Stockport","Age 8",3
"2420","Stockport","Age 9",8
"2421","Stockton-on-Tees","Age 0",0
"2422","Stockton-on-Tees","Age 1",0
"2423","Stockton-on-Tees","Age 10",7
"2424","Stockton-on-Tees","Age 11",14
"2425","Stockton-on-Tees","Age 12",22
"2426","Stockton-on-Tees","Age 13",49
"2427","Stockton-on-Tees","Age 14",34
"2428","Stockton-on-Tees","Age 15",46
"2429","Stockton-on-Tees","Age 16",20
"2430","Stockton-on-Tees","Age 17",9
"2431","Stockton-on-Tees","Age 18",5
"2432","Stockton-on-Tees","Age 19 plus",0
"2433","Stockton-on-Tees","Age 2",0
"2434","Stockton-on-Tees","Age 3",0
"2435","Stockton-on-Tees","Age 4",0
"2436","Stockton-on-Tees","Age 5",4
"2437","Stockton-on-Tees","Age 6",2
"2438","Stockton-on-Tees","Age 7",2
"2439","Stockton-on-Tees","Age 8",3
"2440","Stockton-on-Tees","Age 9",10
"2441","Stoke-on-Trent","Age 0",0
"2442","Stoke-on-Trent","Age 1",0
"2443","Stoke-on-Trent","Age 10",31
"2444","Stoke-on-Trent","Age 11",38
"2445","Stoke-on-Trent","Age 12",33
"2446","Stoke-on-Trent","Age 13",81
"2447","Stoke-on-Trent","Age 14",85
"2448","Stoke-on-Trent","Age 15",112
"2449","Stoke-on-Trent","Age 16",96
"2450","Stoke-on-Trent","Age 17",91
"2451","Stoke-on-Trent","Age 18",79
"2452","Stoke-on-Trent","Age 19 plus",0
"2453","Stoke-on-Trent","Age 2",0
"2454","Stoke-on-Trent","Age 3",1
"2455","Stoke-on-Trent","Age 4",8
"2456","Stoke-on-Trent","Age 5",15
"2457","Stoke-on-Trent","Age 6",28
"2458","Stoke-on-Trent","Age 7",34
"2459","Stoke-on-Trent","Age 8",35
"2460","Stoke-on-Trent","Age 9",35
"2461","Suffolk","Age 0",0
"2462","Suffolk","Age 1",0
"2463","Suffolk","Age 10",52
"2464","Suffolk","Age 11",81
"2465","Suffolk","Age 12",85
"2466","Suffolk","Age 13",115
"2467","Suffolk","Age 14",129
"2468","Suffolk","Age 15",119
"2469","Suffolk","Age 16",70
"2470","Suffolk","Age 17",50
"2471","Suffolk","Age 18",31
"2472","Suffolk","Age 19 plus",0
"2473","Suffolk","Age 2",0
"2474","Suffolk","Age 3",0
"2475","Suffolk","Age 4",6
"2476","Suffolk","Age 5",6
"2477","Suffolk","Age 6",15
"2478","Suffolk","Age 7",31
"2479","Suffolk","Age 8",33
"2480","Suffolk","Age 9",51
"2481","Sunderland","Age 0",0
"2482","Sunderland","Age 1",0
"2483","Sunderland","Age 10",8
"2484","Sunderland","Age 11",17
"2485","Sunderland","Age 12",29
"2486","Sunderland","Age 13",20
"2487","Sunderland","Age 14",32
"2488","Sunderland","Age 15",23
"2489","Sunderland","Age 16",28
"2490","Sunderland","Age 17",25
"2491","Sunderland","Age 18",21
"2492","Sunderland","Age 19 plus",104
"2493","Sunderland","Age 2",0
"2494","Sunderland","Age 3",0
"2495","Sunderland","Age 4",0
"2496","Sunderland","Age 5",3
"2497","Sunderland","Age 6",2
"2498","Sunderland","Age 7",6
"2499","Sunderland","Age 8",5
"2500","Sunderland","Age 9",8
"2501","Surrey","Age 0",0
"2502","Surrey","Age 1",0
"2503","Surrey","Age 10",117
"2504","Surrey","Age 11",223
"2505","Surrey","Age 12",268
"2506","Surrey","Age 13",263
"2507","Surrey","Age 14",270
"2508","Surrey","Age 15",280
"2509","Surrey","Age 16",174
"2510","Surrey","Age 17",156
"2511","Surrey","Age 18",104
"2512","Surrey","Age 19 plus",0
"2513","Surrey","Age 2",0
"2514","Surrey","Age 3",0
"2515","Surrey","Age 4",21
"2516","Surrey","Age 5",61
"2517","Surrey","Age 6",74
"2518","Surrey","Age 7",75
"2519","Surrey","Age 8",98
"2520","Surrey","Age 9",93
"2521","Sutton","Age 0",0
"2522","Sutton","Age 1",0
"2523","Sutton","Age 10",12
"2524","Sutton","Age 11",40
"2525","Sutton","Age 12",45
"2526","Sutton","Age 13",36
"2527","Sutton","Age 14",32
"2528","Sutton","Age 15",35
"2529","Sutton","Age 16",17
"2530","Sutton","Age 17",12
"2531","Sutton","Age 18",7
"2532","Sutton","Age 19 plus",0
"2533","Sutton","Age 2",0
"2534","Sutton","Age 3",0
"2535","Sutton","Age 4",2
"2536","Sutton","Age 5",5
"2537","Sutton","Age 6",5
"2538","Sutton","Age 7",6
"2539","Sutton","Age 8",7
"2540","Sutton","Age 9",13
"2541","Swindon","Age 0",0
"2542","Swindon","Age 1",0
"2543","Swindon","Age 10",1
"2544","Swindon","Age 11",2
"2545","Swindon","Age 12",6
"2546","Swindon","Age 13",7
"2547","Swindon","Age 14",4
"2548","Swindon","Age 15",13
"2549","Swindon","Age 16",7
"2550","Swindon","Age 17",4
"2551","Swindon","Age 18",6
"2552","Swindon","Age 19 plus",0
"2553","Swindon","Age 2",0
"2554","Swindon","Age 3",0
"2555","Swindon","Age 4",0
"2556","Swindon","Age 5",0
"2557","Swindon","Age 6",1
"2558","Swindon","Age 7",0
"2559","Swindon","Age 8",2
"2560","Swindon","Age 9",0
"2561","Tameside","Age 0",0
"2562","Tameside","Age 1",0
"2563","Tameside","Age 10",5
"2564","Tameside","Age 11",28
"2565","Tameside","Age 12",23
"2566","Tameside","Age 13",40
"2567","Tameside","Age 14",38
"2568","Tameside","Age 15",33
"2569","Tameside","Age 16",18
"2570","Tameside","Age 17",27
"2571","Tameside","Age 18",22
"2572","Tameside","Age 19 plus",29
"2573","Tameside","Age 2",0
"2574","Tameside","Age 3",0
"2575","Tameside","Age 4",0
"2576","Tameside","Age 5",1
"2577","Tameside","Age 6",3
"2578","Tameside","Age 7",5
"2579","Tameside","Age 8",5
"2580","Tameside","Age 9",6
"2581","Telford and Wrekin","Age 0",0
"2582","Telford and Wrekin","Age 1",0
"2583","Telford and Wrekin","Age 10",4
"2584","Telford and Wrekin","Age 11",3
"2585","Telford and Wrekin","Age 12",5
"2586","Telford and Wrekin","Age 13",7
"2587","Telford and Wrekin","Age 14",15
"2588","Telford and Wrekin","Age 15",17
"2589","Telford and Wrekin","Age 16",13
"2590","Telford and Wrekin","Age 17",10
"2591","Telford and Wrekin","Age 18",10
"2592","Telford and Wrekin","Age 19 plus",8
"2593","Telford and Wrekin","Age 2",0
"2594","Telford and Wrekin","Age 3",0
"2595","Telford and Wrekin","Age 4",0
"2596","Telford and Wrekin","Age 5",0
"2597","Telford and Wrekin","Age 6",0
"2598","Telford and Wrekin","Age 7",1
"2599","Telford and Wrekin","Age 8",2
"2600","Telford and Wrekin","Age 9",2
"2601","Thurrock","Age 0",0
"2602","Thurrock","Age 1",0
"2603","Thurrock","Age 10",2
"2604","Thurrock","Age 11",14
"2605","Thurrock","Age 12",11
"2606","Thurrock","Age 13",19
"2607","Thurrock","Age 14",20
"2608","Thurrock","Age 15",29
"2609","Thurrock","Age 16",10
"2610","Thurrock","Age 17",1
"2611","Thurrock","Age 18",4
"2612","Thurrock","Age 19 plus",0
"2613","Thurrock","Age 2",0
"2614","Thurrock","Age 3",0
"2615","Thurrock","Age 4",0
"2616","Thurrock","Age 5",1
"2617","Thurrock","Age 6",0
"2618","Thurrock","Age 7",0
"2619","Thurrock","Age 8",5
"2620","Thurrock","Age 9",3
"2621","Torbay","Age 0",0
"2622","Torbay","Age 1",0
"2623","Torbay","Age 10",4
"2624","Torbay","Age 11",8
"2625","Torbay","Age 12",12
"2626","Torbay","Age 13",20
"2627","Torbay","Age 14",29
"2628","Torbay","Age 15",27
"2629","Torbay","Age 16",9
"2630","Torbay","Age 17",9
"2631","Torbay","Age 18",5
"2632","Torbay","Age 19 plus",0
"2633","Torbay","Age 2",1
"2634","Torbay","Age 3",0
"2635","Torbay","Age 4",1
"2636","Torbay","Age 5",2
"2637","Torbay","Age 6",2
"2638","Torbay","Age 7",2
"2639","Torbay","Age 8",2
"2640","Torbay","Age 9",3
"2641","Tower Hamlets","Age 0",0
"2642","Tower Hamlets","Age 1",0
"2643","Tower Hamlets","Age 10",7
"2644","Tower Hamlets","Age 11",19
"2645","Tower Hamlets","Age 12",27
"2646","Tower Hamlets","Age 13",19
"2647","Tower Hamlets","Age 14",21
"2648","Tower Hamlets","Age 15",26
"2649","Tower Hamlets","Age 16",19
"2650","Tower Hamlets","Age 17",16
"2651","Tower Hamlets","Age 18",13
"2652","Tower Hamlets","Age 19 plus",0
"2653","Tower Hamlets","Age 2",0
"2654","Tower Hamlets","Age 3",0
"2655","Tower Hamlets","Age 4",1
"2656","Tower Hamlets","Age 5",3
"2657","Tower Hamlets","Age 6",2
"2658","Tower Hamlets","Age 7",5
"2659","Tower Hamlets","Age 8",8
"2660","Tower Hamlets","Age 9",2
"2661","Trafford","Age 0",0
"2662","Trafford","Age 1",0
"2663","Trafford","Age 10",5
"2664","Trafford","Age 11",9
"2665","Trafford","Age 12",15
"2666","Trafford","Age 13",21
"2667","Trafford","Age 14",27
"2668","Trafford","Age 15",25
"2669","Trafford","Age 16",32
"2670","Trafford","Age 17",31
"2671","Trafford","Age 18",20
"2672","Trafford","Age 19 plus",0
"2673","Trafford","Age 2",0
"2674","Trafford","Age 3",0
"2675","Trafford","Age 4",0
"2676","Trafford","Age 5",1
"2677","Trafford","Age 6",0
"2678","Trafford","Age 7",0
"2679","Trafford","Age 8",0
"2680","Trafford","Age 9",2
"2681","Wakefield","Age 0",0
"2682","Wakefield","Age 1",0
"2683","Wakefield","Age 10",6
"2684","Wakefield","Age 11",17
"2685","Wakefield","Age 12",22
"2686","Wakefield","Age 13",34
"2687","Wakefield","Age 14",25
"2688","Wakefield","Age 15",29
"2689","Wakefield","Age 16",10
"2690","Wakefield","Age 17",8
"2691","Wakefield","Age 18",1
"2692","Wakefield","Age 19 plus",0
"2693","Wakefield","Age 2",0
"2694","Wakefield","Age 3",0
"2695","Wakefield","Age 4",0
"2696","Wakefield","Age 5",2
"2697","Wakefield","Age 6",6
"2698","Wakefield","Age 7",6
"2699","Wakefield","Age 8",7
"2700","Wakefield","Age 9",3
"2701","Walsall","Age 0",0
"2702","Walsall","Age 1",0
"2703","Walsall","Age 10",9
"2704","Walsall","Age 11",15
"2705","Walsall","Age 12",39
"2706","Walsall","Age 13",49
"2707","Walsall","Age 14",66
"2708","Walsall","Age 15",59
"2709","Walsall","Age 16",20
"2710","Walsall","Age 17",16
"2711","Walsall","Age 18",9
"2712","Walsall","Age 19 plus",41
"2713","Walsall","Age 2",0
"2714","Walsall","Age 3",0
"2715","Walsall","Age 4",4
"2716","Walsall","Age 5",20
"2717","Walsall","Age 6",10
"2718","Walsall","Age 7",13
"2719","Walsall","Age 8",8
"2720","Walsall","Age 9",5
"2721","Waltham Forest","Age 0",0
"2722","Waltham Forest","Age 1",0
"2723","Waltham Forest","Age 10",7
"2724","Waltham Forest","Age 11",15
"2725","Waltham Forest","Age 12",12
"2726","Waltham Forest","Age 13",20
"2727","Waltham Forest","Age 14",18
"2728","Waltham Forest","Age 15",60
"2729","Waltham Forest","Age 16",26
"2730","Waltham Forest","Age 17",13
"2731","Waltham Forest","Age 18",6
"2732","Waltham Forest","Age 19 plus",0
"2733","Waltham Forest","Age 2",0
"2734","Waltham Forest","Age 3",0
"2735","Waltham Forest","Age 4",0
"2736","Waltham Forest","Age 5",1
"2737","Waltham Forest","Age 6",3
"2738","Waltham Forest","Age 7",9
"2739","Waltham Forest","Age 8",7
"2740","Waltham Forest","Age 9",4
"2741","Wandsworth","Age 0",0
"2742","Wandsworth","Age 1",0
"2743","Wandsworth","Age 10",28
"2744","Wandsworth","Age 11",29
"2745","Wandsworth","Age 12",35
"2746","Wandsworth","Age 13",39
"2747","Wandsworth","Age 14",34
"2748","Wandsworth","Age 15",26
"2749","Wandsworth","Age 16",36
"2750","Wandsworth","Age 17",16
"2751","Wandsworth","Age 18",0
"2752","Wandsworth","Age 19 plus",0
"2753","Wandsworth","Age 2",0
"2754","Wandsworth","Age 3",0
"2755","Wandsworth","Age 4",3
"2756","Wandsworth","Age 5",7
"2757","Wandsworth","Age 6",9
"2758","Wandsworth","Age 7",24
"2759","Wandsworth","Age 8",22
"2760","Wandsworth","Age 9",22
"2761","Warrington","Age 0",0
"2762","Warrington","Age 1",0
"2763","Warrington","Age 10",8
"2764","Warrington","Age 11",14
"2765","Warrington","Age 12",16
"2766","Warrington","Age 13",26
"2767","Warrington","Age 14",22
"2768","Warrington","Age 15",23
"2769","Warrington","Age 16",11
"2770","Warrington","Age 17",16
"2771","Warrington","Age 18",11
"2772","Warrington","Age 19 plus",0
"2773","Warrington","Age 2",0
"2774","Warrington","Age 3",0
"2775","Warrington","Age 4",1
"2776","Warrington","Age 5",3
"2777","Warrington","Age 6",4
"2778","Warrington","Age 7",6
"2779","Warrington","Age 8",13
"2780","Warrington","Age 9",7
"2781","Warwickshire","Age 0",0
"2782","Warwickshire","Age 1",0
"2783","Warwickshire","Age 10",19
"2784","Warwickshire","Age 11",32
"2785","Warwickshire","Age 12",55
"2786","Warwickshire","Age 13",94
"2787","Warwickshire","Age 14",109
"2788","Warwickshire","Age 15",139
"2789","Warwickshire","Age 16",63
"2790","Warwickshire","Age 17",28
"2791","Warwickshire","Age 18",0
"2792","Warwickshire","Age 19 plus",0
"2793","Warwickshire","Age 2",0
"2794","Warwickshire","Age 3",0
"2795","Warwickshire","Age 4",0
"2796","Warwickshire","Age 5",1
"2797","Warwickshire","Age 6",12
"2798","Warwickshire","Age 7",13
"2799","Warwickshire","Age 8",12
"2800","Warwickshire","Age 9",21
"2801","West Berkshire","Age 0",0
"2802","West Berkshire","Age 1",0
"2803","West Berkshire","Age 10",8
"2804","West Berkshire","Age 11",16
"2805","West Berkshire","Age 12",9
"2806","West Berkshire","Age 13",13
"2807","West Berkshire","Age 14",19
"2808","West Berkshire","Age 15",28
"2809","West Berkshire","Age 16",14
"2810","West Berkshire","Age 17",11
"2811","West Berkshire","Age 18",6
"2812","West Berkshire","Age 19 plus",0
"2813","West Berkshire","Age 2",0
"2814","West Berkshire","Age 3",0
"2815","West Berkshire","Age 4",0
"2816","West Berkshire","Age 5",2
"2817","West Berkshire","Age 6",2
"2818","West Berkshire","Age 7",5
"2819","West Berkshire","Age 8",8
"2820","West Berkshire","Age 9",7
"2821","West Northamptonshire","Age 0",0
"2822","West Northamptonshire","Age 1",1
"2823","West Northamptonshire","Age 10",12
"2824","West Northamptonshire","Age 11",24
"2825","West Northamptonshire","Age 12",51
"2826","West Northamptonshire","Age 13",43
"2827","West Northamptonshire","Age 14",34
"2828","West Northamptonshire","Age 15",50
"2829","West Northamptonshire","Age 16",36
"2830","West Northamptonshire","Age 17",15
"2831","West Northamptonshire","Age 18",5
"2832","West Northamptonshire","Age 19 plus",0
"2833","West Northamptonshire","Age 2",0
"2834","West Northamptonshire","Age 3",0
"2835","West Northamptonshire","Age 4",1
"2836","West Northamptonshire","Age 5",4
"2837","West Northamptonshire","Age 6",10
"2838","West Northamptonshire","Age 7",13
"2839","West Northamptonshire","Age 8",9
"2840","West Northamptonshire","Age 9",7
"2841","West Sussex","Age 0",0
"2842","West Sussex","Age 1",0
"2843","West Sussex","Age 10",83
"2844","West Sussex","Age 11",166
"2845","West Sussex","Age 12",188
"2846","West Sussex","Age 13",188
"2847","West Sussex","Age 14",228
"2848","West Sussex","Age 15",181
"2849","West Sussex","Age 16",119
"2850","West Sussex","Age 17",72
"2851","West Sussex","Age 18",35
"2852","West Sussex","Age 19 plus",0
"2853","West Sussex","Age 2",0
"2854","West Sussex","Age 3",0
"2855","West Sussex","Age 4",3
"2856","West Sussex","Age 5",16
"2857","West Sussex","Age 6",29
"2858","West Sussex","Age 7",42
"2859","West Sussex","Age 8",43
"2860","West Sussex","Age 9",59
"2861","Westminster","Age 0",0
"2862","Westminster","Age 1",0
"2863","Westminster","Age 10",2
"2864","Westminster","Age 11",8
"2865","Westminster","Age 12",6
"2866","Westminster","Age 13",11
"2867","Westminster","Age 14",12
"2868","Westminster","Age 15",17
"2869","Westminster","Age 16",14
"2870","Westminster","Age 17",2
"2871","Westminster","Age 18",3
"2872","Westminster","Age 19 plus",0
"2873","Westminster","Age 2",0
"2874","Westminster","Age 3",1
"2875","Westminster","Age 4",1
"2876","Westminster","Age 5",1
"2877","Westminster","Age 6",4
"2878","Westminster","Age 7",4
"2879","Westminster","Age 8",2
"2880","Westminster","Age 9",2
"2881","Westmorland and Furness","Age 0",0
"2882","Westmorland and Furness","Age 1",0
"2883","Westmorland and Furness","Age 10",5
"2884","Westmorland and Furness","Age 11",12
"2885","Westmorland and Furness","Age 12",16
"2886","Westmorland and Furness","Age 13",18
"2887","Westmorland and Furness","Age 14",21
"2888","Westmorland and Furness","Age 15",18
"2889","Westmorland and Furness","Age 16",24
"2890","Westmorland and Furness","Age 17",22
"2891","Westmorland and Furness","Age 18",20
"2892","Westmorland and Furness","Age 19 plus",16
"2893","Westmorland and Furness","Age 2",0
"2894","Westmorland and Furness","Age 3",0
"2895","Westmorland and Furness","Age 4",0
"2896","Westmorland and Furness","Age 5",1
"2897","Westmorland and Furness","Age 6",1
"2898","Westmorland and Furness","Age 7",2
"2899","Westmorland and Furness","Age 8",9
"2900","Westmorland and Furness","Age 9",9
"2901","Wigan","Age 0",0
"2902","Wigan","Age 1",0
"2903","Wigan","Age 10",13
"2904","Wigan","Age 11",36
"2905","Wigan","Age 12",34
"2906","Wigan","Age 13",37
"2907","Wigan","Age 14",50
"2908","Wigan","Age 15",43
"2909","Wigan","Age 16",35
"2910","Wigan","Age 17",19
"2911","Wigan","Age 18",15
"2912","Wigan","Age 19 plus",0
"2913","Wigan","Age 2",0
"2914","Wigan","Age 3",0
"2915","Wigan","Age 4",1
"2916","Wigan","Age 5",6
"2917","Wigan","Age 6",15
"2918","Wigan","Age 7",8
"2919","Wigan","Age 8",9
"2920","Wigan","Age 9",9
"2921","Wiltshire","Age 0",0
"2922","Wiltshire","Age 1",0
"2923","Wiltshire","Age 10",35
"2924","Wiltshire","Age 11",61
"2925","Wiltshire","Age 12",61
"2926","Wiltshire","Age 13",71
"2927","Wiltshire","Age 14",77
"2928","Wiltshire","Age 15",82
"2929","Wiltshire","Age 16",56
"2930","Wiltshire","Age 17",61
"2931","Wiltshire","Age 18",28
"2932","Wiltshire","Age 19 plus",0
"2933","Wiltshire","Age 2",0
"2934","Wiltshire","Age 3",0
"2935","Wiltshire","Age 4",1
"2936","Wiltshire","Age 5",4
"2937","Wiltshire","Age 6",1
"2938","Wiltshire","Age 7",20
"2939","Wiltshire","Age 8",23
"2940","Wiltshire","Age 9",30
"2941","Windsor and Maidenhead","Age 0",0
"2942","Windsor and Maidenhead","Age 1",0
"2943","Windsor and Maidenhead","Age 10",8
"2944","Windsor and Maidenhead","Age 11",12
"2945","Windsor and Maidenhead","Age 12",12
"2946","Windsor and Maidenhead","Age 13",17
"2947","Windsor and Maidenhead","Age 14",18
"2948","Windsor and Maidenhead","Age 15",29
"2949","Windsor and Maidenhead","Age 16",17
"2950","Windsor and Maidenhead","Age 17",16
"2951","Windsor and Maidenhead","Age 18",7
"2952","Windsor and Maidenhead","Age 19 plus",0
"2953","Windsor and Maidenhead","Age 2",0
"2954","Windsor and Maidenhead","Age 3",0
"2955","Windsor and Maidenhead","Age 4",0
"2956","Windsor and Maidenhead","Age 5",0
"2957","Windsor and Maidenhead","Age 6",0
"2958","Windsor and Maidenhead","Age 7",3
"2959","Windsor and Maidenhead","Age 8",2
"2960","Windsor and Maidenhead","Age 9",7
"2961","Wirral","Age 0",0
"2962","Wirral","Age 1",0
"2963","Wirral","Age 10",16
"2964","Wirral","Age 11",18
"2965","Wirral","Age 12",22
"2966","Wirral","Age 13",51
"2967","Wirral","Age 14",69
"2968","Wirral","Age 15",50
"2969","Wirral","Age 16",12
"2970","Wirral","Age 17",7
"2971","Wirral","Age 18",6
"2972","Wirral","Age 19 plus",0
"2973","Wirral","Age 2",0
"2974","Wirral","Age 3",0
"2975","Wirral","Age 4",1
"2976","Wirral","Age 5",1
"2977","Wirral","Age 6",1
"2978","Wirral","Age 7",5
"2979","Wirral","Age 8",2
"2980","Wirral","Age 9",9
"2981","Wokingham","Age 0",0
"2982","Wokingham","Age 1",0
"2983","Wokingham","Age 10",19
"2984","Wokingham","Age 11",45
"2985","Wokingham","Age 12",33
"2986","Wokingham","Age 13",30
"2987","Wokingham","Age 14",26
"2988","Wokingham","Age 15",31
"2989","Wokingham","Age 16",20
"2990","Wokingham","Age 17",21
"2991","Wokingham","Age 18",11
"2992","Wokingham","Age 19 plus",1
"2993","Wokingham","Age 2",0
"2994","Wokingham","Age 3",0
"2995","Wokingham","Age 4",0
"2996","Wokingham","Age 5",4
"2997","Wokingham","Age 6",5
"2998","Wokingham","Age 7",16
"2999","Wokingham","Age 8",11
"3000","Wokingham","Age 9",15
"3001","Wolverhampton","Age 0",0
"3002","Wolverhampton","Age 1",0
"3003","Wolverhampton","Age 10",8
"3004","Wolverhampton","Age 11",13
"3005","Wolverhampton","Age 12",13
"3006","Wolverhampton","Age 13",22
"3007","Wolverhampton","Age 14",37
"3008","Wolverhampton","Age 15",40
"3009","Wolverhampton","Age 16",24
"3010","Wolverhampton","Age 17",13
"3011","Wolverhampton","Age 18",6
"3012","Wolverhampton","Age 19 plus",0
"3013","Wolverhampton","Age 2",0
"3014","Wolverhampton","Age 3",0
"3015","Wolverhampton","Age 4",1
"3016","Wolverhampton","Age 5",0
"3017","Wolverhampton","Age 6",4
"3018","Wolverhampton","Age 7",6
"3019","Wolverhampton","Age 8",4
"3020","Wolverhampton","Age 9",1
"3021","Worcestershire","Age 0",0
"3022","Worcestershire","Age 1",0
"3023","Worcestershire","Age 10",30
"3024","Worcestershire","Age 11",66
"3025","Worcestershire","Age 12",85
"3026","Worcestershire","Age 13",92
"3027","Worcestershire","Age 14",96
"3028","Worcestershire","Age 15",110
"3029","Worcestershire","Age 16",61
"3030","Worcestershire","Age 17",57
"3031","Worcestershire","Age 18",51
"3032","Worcestershire","Age 19 plus",0
"3033","Worcestershire","Age 2",0
"3034","Worcestershire","Age 3",0
"3035","Worcestershire","Age 4",1
"3036","Worcestershire","Age 5",1
"3037","Worcestershire","Age 6",5
"3038","Worcestershire","Age 7",13
"3039","Worcestershire","Age 8",15
"3040","Worcestershire","Age 9",25
"3041","York","Age 0",0
"3042","York","Age 1",0
"3043","York","Age 10",2
"3044","York","Age 11",7
"3045","York","Age 12",2
"3046","York","Age 13",6
"3047","York","Age 14",10
"3048","York","Age 15",12
"3049","York","Age 16",7
"3050","York","Age 17",4
"3051","York","Age 18",6
"3052","York","Age 19 plus",0
"3053","York","Age 2",0
"3054","York","Age 3",0
"3055","York","Age 4",0
"3056","York","Age 5",0
"3057","York","Age 6",0
"3058","York","Age 7",0
"3059","York","Age 8",0
"3060","York","Age 9",2
